# classification: /scratch/maposto/output.sample1.July-1-2021.LR_isoseq/sqanti3/sample1/duplicate_1/sample1.transcriptome.sqanti3_classification.txt
# isoform: sqanti3/sample1/duplicate_1/sample1.transcriptome.sqanti3_corrected.fasta
# intrapriming cutoff: 0.6
# min_cov cutoff: 3
filtered_isoform,reason
PB.4883.11,LowCoverage/Non-Canonical
PB.4885.1,LowCoverage/Non-Canonical
PB.4887.1,RTSwitching
PB.4889.1,LowCoverage/Non-Canonical
PB.4889.2,LowCoverage/Non-Canonical
PB.4891.8,LowCoverage/Non-Canonical
PB.4893.1,LowCoverage/Non-Canonical
PB.4893.4,LowCoverage/Non-Canonical
PB.4901.1,RTSwitching
PB.4901.4,LowCoverage/Non-Canonical
PB.4907.1,LowCoverage/Non-Canonical
PB.4907.2,LowCoverage/Non-Canonical
PB.4911.1,IntraPriming
PB.4915.1,LowCoverage/Non-Canonical
PB.4922.1,RTSwitching
PB.4933.1,RTSwitching
PB.4936.1,IntraPriming
PB.4937.2,RTSwitching
PB.4938.3,IntraPriming
PB.4941.1,IntraPriming
PB.4973.3,LowCoverage/Non-Canonical
PB.4973.4,RTSwitching
PB.4975.1,RTSwitching
PB.4975.2,LowCoverage/Non-Canonical
PB.4975.3,LowCoverage/Non-Canonical
PB.4984.1,IntraPriming
PB.4987.1,LowCoverage/Non-Canonical
PB.4993.1,RTSwitching
PB.4993.3,LowCoverage/Non-Canonical
PB.4994.1,RTSwitching
PB.4995.1,IntraPriming
PB.4997.1,LowCoverage/Non-Canonical
PB.5001.1,LowCoverage/Non-Canonical
PB.5006.1,LowCoverage/Non-Canonical
PB.5007.1,IntraPriming
PB.5010.1,LowCoverage/Non-Canonical
PB.5010.15,LowCoverage/Non-Canonical
PB.5010.8,LowCoverage/Non-Canonical
PB.5018.1,LowCoverage/Non-Canonical
PB.5018.2,IntraPriming
PB.5020.4,IntraPriming
PB.5020.5,IntraPriming
PB.5021.9,LowCoverage/Non-Canonical
PB.5025.1,RTSwitching
PB.5027.4,LowCoverage/Non-Canonical
PB.5028.1,RTSwitching
PB.5035.3,LowCoverage/Non-Canonical
PB.5040.1,IntraPriming
PB.5046.1,LowCoverage/Non-Canonical
PB.5052.1,RTSwitching
PB.5058.3,LowCoverage/Non-Canonical
PB.5061.2,LowCoverage/Non-Canonical
PB.5065.1,IntraPriming
PB.5072.3,IntraPriming
PB.5072.4,IntraPriming
PB.5072.5,IntraPriming
PB.5072.6,IntraPriming
PB.5072.7,IntraPriming
PB.5075.2,LowCoverage/Non-Canonical
PB.5075.3,RTSwitching
PB.5075.6,LowCoverage/Non-Canonical
PB.5078.1,RTSwitching
PB.5079.1,IntraPriming
PB.5083.1,IntraPriming
PB.5093.2,IntraPriming
PB.5098.5,IntraPriming
PB.5098.6,IntraPriming
PB.5103.6,LowCoverage/Non-Canonical
PB.5111.4,LowCoverage/Non-Canonical
PB.5120.1,LowCoverage/Non-Canonical
PB.5121.1,LowCoverage/Non-Canonical
PB.5124.2,RTSwitching
PB.5125.2,LowCoverage/Non-Canonical
PB.5131.2,LowCoverage/Non-Canonical
PB.5134.1,RTSwitching
PB.5139.1,LowCoverage/Non-Canonical
PB.5143.1,LowCoverage/Non-Canonical
PB.5144.2,IntraPriming
PB.5155.1,RTSwitching
PB.5162.1,LowCoverage/Non-Canonical
PB.5162.2,LowCoverage/Non-Canonical
PB.5166.1,LowCoverage/Non-Canonical
PB.5168.6,LowCoverage/Non-Canonical
PB.5171.2,LowCoverage/Non-Canonical
PB.5179.1,IntraPriming
PB.5179.2,IntraPriming
PB.5179.3,IntraPriming
PB.5179.4,IntraPriming
PB.5179.5,IntraPriming
PB.5179.6,IntraPriming
PB.5179.7,IntraPriming
PB.5180.1,RTSwitching
PB.5184.1,RTSwitching
PB.5184.2,LowCoverage/Non-Canonical
PB.5200.1,LowCoverage/Non-Canonical
PB.5214.1,IntraPriming
PB.5219.1,LowCoverage/Non-Canonical
PB.5227.3,LowCoverage/Non-Canonical
PB.5238.1,LowCoverage/Non-Canonical
PB.5238.2,LowCoverage/Non-Canonical
PB.5238.3,RTSwitching
PB.5239.5,LowCoverage/Non-Canonical
PB.5243.1,LowCoverage/Non-Canonical
PB.5244.1,LowCoverage/Non-Canonical
PB.5244.2,LowCoverage/Non-Canonical
PB.5244.4,LowCoverage/Non-Canonical
PB.5258.3,LowCoverage/Non-Canonical
PB.5258.6,LowCoverage/Non-Canonical
PB.5271.1,RTSwitching
PB.5272.10,IntraPriming
PB.5272.3,LowCoverage/Non-Canonical
PB.5272.4,IntraPriming
PB.5272.5,IntraPriming
PB.5272.6,IntraPriming
PB.5272.7,IntraPriming
PB.5272.8,IntraPriming
PB.5272.9,IntraPriming
PB.5292.1,IntraPriming
PB.5297.1,LowCoverage/Non-Canonical
PB.5297.2,LowCoverage/Non-Canonical
PB.5308.1,RTSwitching
PB.5314.1,RTSwitching
PB.1008.2,LowCoverage/Non-Canonical
PB.1010.3,IntraPriming
PB.1011.2,LowCoverage/Non-Canonical
PB.1013.10,LowCoverage/Non-Canonical
PB.1019.1,RTSwitching
PB.1021.1,LowCoverage/Non-Canonical
PB.1025.2,IntraPriming
PB.1026.4,LowCoverage/Non-Canonical
PB.1034.11,LowCoverage/Non-Canonical
PB.656.1,LowCoverage/Non-Canonical
PB.662.1,RTSwitching
PB.665.4,IntraPriming
PB.669.5,IntraPriming
PB.670.1,LowCoverage/Non-Canonical
PB.671.2,IntraPriming
PB.673.1,LowCoverage/Non-Canonical
PB.674.1,RTSwitching
PB.678.1,RTSwitching
PB.698.1,RTSwitching
PB.707.3,IntraPriming
PB.708.2,IntraPriming
PB.719.3,IntraPriming
PB.721.1,IntraPriming
PB.725.1,IntraPriming
PB.732.1,LowCoverage/Non-Canonical
PB.732.3,LowCoverage/Non-Canonical
PB.732.6,RTSwitching
PB.741.1,RTSwitching
PB.742.1,IntraPriming
PB.742.2,IntraPriming
PB.742.3,IntraPriming
PB.743.2,LowCoverage/Non-Canonical
PB.745.1,RTSwitching
PB.747.1,IntraPriming
PB.751.1,LowCoverage/Non-Canonical
PB.753.1,IntraPriming
PB.756.5,LowCoverage/Non-Canonical
PB.756.9,RTSwitching
PB.765.2,LowCoverage/Non-Canonical
PB.766.1,IntraPriming
PB.766.3,IntraPriming
PB.768.1,LowCoverage/Non-Canonical
PB.771.1,IntraPriming
PB.778.1,LowCoverage/Non-Canonical
PB.781.1,RTSwitching
PB.792.1,RTSwitching
PB.792.2,RTSwitching
PB.800.2,IntraPriming
PB.803.3,IntraPriming
PB.803.4,IntraPriming
PB.803.6,IntraPriming
PB.805.2,RTSwitching
PB.807.1,IntraPriming
PB.810.1,IntraPriming
PB.813.5,IntraPriming
PB.815.1,LowCoverage/Non-Canonical
PB.815.2,LowCoverage/Non-Canonical
PB.817.1,RTSwitching
PB.817.3,LowCoverage/Non-Canonical
PB.817.4,IntraPriming
PB.817.6,LowCoverage/Non-Canonical
PB.818.1,IntraPriming
PB.828.2,RTSwitching
PB.832.2,IntraPriming
PB.832.4,IntraPriming
PB.833.1,IntraPriming
PB.845.2,IntraPriming
PB.846.1,LowCoverage/Non-Canonical
PB.855.2,IntraPriming
PB.855.3,IntraPriming
PB.855.5,LowCoverage/Non-Canonical
PB.855.6,LowCoverage/Non-Canonical
PB.856.2,RTSwitching
PB.859.1,RTSwitching
PB.860.1,LowCoverage/Non-Canonical
PB.862.1,IntraPriming
PB.863.1,IntraPriming
PB.863.3,IntraPriming
PB.864.1,LowCoverage/Non-Canonical
PB.865.2,LowCoverage/Non-Canonical
PB.875.1,IntraPriming
PB.882.1,LowCoverage/Non-Canonical
PB.883.6,LowCoverage/Non-Canonical
PB.884.1,LowCoverage/Non-Canonical
PB.887.1,IntraPriming
PB.895.1,LowCoverage/Non-Canonical
PB.900.1,IntraPriming
PB.901.1,IntraPriming
PB.917.2,LowCoverage/Non-Canonical
PB.935.1,LowCoverage/Non-Canonical
PB.941.1,LowCoverage/Non-Canonical
PB.948.1,IntraPriming
PB.948.6,IntraPriming
PB.954.2,IntraPriming
PB.955.1,RTSwitching
PB.960.1,IntraPriming
PB.960.2,IntraPriming
PB.962.1,RTSwitching
PB.962.2,LowCoverage/Non-Canonical
PB.970.3,LowCoverage/Non-Canonical
PB.981.1,RTSwitching
PB.982.3,IntraPriming
PB.982.5,IntraPriming
PB.995.3,LowCoverage/Non-Canonical
PB.5320.3,LowCoverage/Non-Canonical
PB.5320.4,LowCoverage/Non-Canonical
PB.5322.1,IntraPriming
PB.5322.2,IntraPriming
PB.5323.1,LowCoverage/Non-Canonical
PB.5332.2,LowCoverage/Non-Canonical
PB.5333.1,IntraPriming
PB.5334.1,LowCoverage/Non-Canonical
PB.5337.2,LowCoverage/Non-Canonical
PB.5343.3,IntraPriming
PB.5346.3,IntraPriming
PB.5347.2,RTSwitching
PB.5348.1,IntraPriming
PB.5354.1,IntraPriming
PB.5360.2,IntraPriming
PB.5361.1,RTSwitching
PB.5363.2,LowCoverage/Non-Canonical
PB.5366.1,LowCoverage/Non-Canonical
PB.5366.2,LowCoverage/Non-Canonical
PB.5367.1,LowCoverage/Non-Canonical
PB.5368.2,LowCoverage/Non-Canonical
PB.5370.6,LowCoverage/Non-Canonical
PB.5370.7,RTSwitching
PB.5370.8,LowCoverage/Non-Canonical
PB.5371.8,IntraPriming
PB.5374.1,IntraPriming
PB.5376.1,LowCoverage/Non-Canonical
PB.5379.6,LowCoverage/Non-Canonical
PB.5381.3,IntraPriming
PB.5381.4,IntraPriming
PB.5389.1,LowCoverage/Non-Canonical
PB.5394.2,IntraPriming
PB.5395.1,RTSwitching
PB.5396.1,RTSwitching
PB.5396.11,LowCoverage/Non-Canonical
PB.5404.9,IntraPriming
PB.5405.1,RTSwitching
PB.5406.4,IntraPriming
PB.5406.5,IntraPriming
PB.5406.6,IntraPriming
PB.5406.7,IntraPriming
PB.5406.8,IntraPriming
PB.5408.12,IntraPriming
PB.5413.4,IntraPriming
PB.5414.10,LowCoverage/Non-Canonical
PB.5414.3,LowCoverage/Non-Canonical
PB.5417.1,LowCoverage/Non-Canonical
PB.5417.2,LowCoverage/Non-Canonical
PB.5417.3,LowCoverage/Non-Canonical
PB.5422.1,IntraPriming
PB.5425.2,LowCoverage/Non-Canonical
PB.5428.1,IntraPriming
PB.5431.4,LowCoverage/Non-Canonical
PB.5438.1,LowCoverage/Non-Canonical
PB.5440.1,RTSwitching
PB.5445.4,RTSwitching
PB.5446.2,IntraPriming
PB.5446.4,IntraPriming
PB.5450.3,LowCoverage/Non-Canonical
PB.5450.4,LowCoverage/Non-Canonical
PB.5451.2,IntraPriming
PB.5451.4,IntraPriming
PB.5458.13,IntraPriming
PB.5463.1,LowCoverage/Non-Canonical
PB.5464.1,LowCoverage/Non-Canonical
PB.5473.1,RTSwitching
PB.5478.4,LowCoverage/Non-Canonical
PB.5479.1,RTSwitching
PB.5479.3,LowCoverage/Non-Canonical
PB.5479.4,LowCoverage/Non-Canonical
PB.5480.1,LowCoverage/Non-Canonical
PB.5490.1,IntraPriming
PB.5495.2,IntraPriming
PB.5495.3,IntraPriming
PB.5495.4,IntraPriming
PB.5496.1,IntraPriming
PB.5496.2,IntraPriming
PB.5501.1,LowCoverage/Non-Canonical
PB.5507.1,IntraPriming
PB.5507.5,IntraPriming
PB.5510.1,IntraPriming
PB.5510.2,IntraPriming
PB.5513.1,LowCoverage/Non-Canonical
PB.5516.1,RTSwitching
PB.5517.1,IntraPriming
PB.5529.1,LowCoverage/Non-Canonical
PB.5531.2,IntraPriming
PB.5533.1,LowCoverage/Non-Canonical
PB.5533.4,LowCoverage/Non-Canonical
PB.5536.2,LowCoverage/Non-Canonical
PB.5537.1,LowCoverage/Non-Canonical
PB.5553.1,LowCoverage/Non-Canonical
PB.5554.1,RTSwitching
PB.5561.1,LowCoverage/Non-Canonical
PB.5570.1,IntraPriming
PB.5572.1,LowCoverage/Non-Canonical
PB.5574.1,LowCoverage/Non-Canonical
PB.5577.1,RTSwitching
PB.5577.3,IntraPriming
PB.5580.1,LowCoverage/Non-Canonical
PB.5583.1,LowCoverage/Non-Canonical
PB.5586.1,LowCoverage/Non-Canonical
PB.5591.1,LowCoverage/Non-Canonical
PB.5598.1,IntraPriming
PB.5598.2,RTSwitching
PB.5598.4,LowCoverage/Non-Canonical
PB.5602.1,LowCoverage/Non-Canonical
PB.5603.1,RTSwitching
PB.5603.3,LowCoverage/Non-Canonical
PB.5605.1,RTSwitching
PB.5605.4,LowCoverage/Non-Canonical
PB.5605.8,RTSwitching
PB.5605.9,RTSwitching
PB.5606.3,IntraPriming
PB.5606.4,IntraPriming
PB.5607.2,RTSwitching
PB.5612.1,RTSwitching
PB.5612.2,LowCoverage/Non-Canonical
PB.5612.3,LowCoverage/Non-Canonical
PB.5616.1,LowCoverage/Non-Canonical
PB.5619.1,LowCoverage/Non-Canonical
PB.5623.1,IntraPriming
PB.5637.1,LowCoverage/Non-Canonical
PB.5638.2,LowCoverage/Non-Canonical
PB.5644.2,IntraPriming
PB.5646.2,LowCoverage/Non-Canonical
PB.5649.1,IntraPriming
PB.5652.1,RTSwitching
PB.5655.2,LowCoverage/Non-Canonical
PB.5657.1,LowCoverage/Non-Canonical
PB.5660.1,LowCoverage/Non-Canonical
PB.1037.1,IntraPriming
PB.1037.2,IntraPriming
PB.1039.2,IntraPriming
PB.1040.1,LowCoverage/Non-Canonical
PB.1044.1,IntraPriming
PB.1048.1,IntraPriming
PB.1062.2,IntraPriming
PB.1062.3,IntraPriming
PB.1064.1,LowCoverage/Non-Canonical
PB.1065.3,IntraPriming
PB.1066.1,IntraPriming
PB.1068.1,IntraPriming
PB.1072.1,LowCoverage/Non-Canonical
PB.1076.1,LowCoverage/Non-Canonical
PB.1084.1,IntraPriming
PB.1086.1,IntraPriming
PB.1087.1,RTSwitching
PB.1088.2,LowCoverage/Non-Canonical
PB.1089.1,IntraPriming
PB.1091.1,LowCoverage/Non-Canonical
PB.1093.1,LowCoverage/Non-Canonical
PB.1098.2,IntraPriming
PB.1100.1,LowCoverage/Non-Canonical
PB.1101.2,IntraPriming
PB.1102.1,IntraPriming
PB.1109.1,RTSwitching
PB.1113.5,IntraPriming
PB.1118.1,IntraPriming
PB.1122.1,LowCoverage/Non-Canonical
PB.1127.2,LowCoverage/Non-Canonical
PB.1131.1,LowCoverage/Non-Canonical
PB.1137.4,LowCoverage/Non-Canonical
PB.1141.4,IntraPriming
PB.1144.1,LowCoverage/Non-Canonical
PB.1146.2,LowCoverage/Non-Canonical
PB.1156.1,LowCoverage/Non-Canonical
PB.1157.1,LowCoverage/Non-Canonical
PB.1159.1,LowCoverage/Non-Canonical
PB.1163.1,RTSwitching
PB.1163.2,LowCoverage/Non-Canonical
PB.1163.5,LowCoverage/Non-Canonical
PB.1167.2,LowCoverage/Non-Canonical
PB.1181.2,IntraPriming
PB.1196.1,RTSwitching
PB.1196.11,LowCoverage/Non-Canonical
PB.1197.1,IntraPriming
PB.1202.1,RTSwitching
PB.1208.1,IntraPriming
PB.1208.4,IntraPriming
PB.1208.6,LowCoverage/Non-Canonical
PB.1213.1,LowCoverage/Non-Canonical
PB.1213.2,LowCoverage/Non-Canonical
PB.1214.1,IntraPriming
PB.1220.1,LowCoverage/Non-Canonical
PB.1221.1,IntraPriming
PB.1223.1,LowCoverage/Non-Canonical
PB.1230.3,LowCoverage/Non-Canonical
PB.1233.2,IntraPriming
PB.1234.1,LowCoverage/Non-Canonical
PB.1234.2,LowCoverage/Non-Canonical
PB.1236.2,IntraPriming
PB.1263.1,LowCoverage/Non-Canonical
PB.1264.1,LowCoverage/Non-Canonical
PB.1273.1,LowCoverage/Non-Canonical
PB.1277.2,LowCoverage/Non-Canonical
PB.1277.6,IntraPriming
PB.1281.1,IntraPriming
PB.1298.5,LowCoverage/Non-Canonical
PB.1302.1,IntraPriming
PB.1302.3,IntraPriming
PB.1303.1,LowCoverage/Non-Canonical
PB.1307.6,IntraPriming
PB.1308.1,IntraPriming
PB.1308.2,IntraPriming
PB.1311.3,IntraPriming
PB.1314.1,IntraPriming
PB.1319.1,IntraPriming
PB.1322.2,IntraPriming
PB.1334.1,IntraPriming
PB.1336.4,IntraPriming
PB.1338.1,IntraPriming
PB.1338.2,IntraPriming
PB.1338.3,IntraPriming
PB.1338.4,IntraPriming
PB.1339.4,RTSwitching
PB.1340.1,IntraPriming
PB.1342.2,LowCoverage/Non-Canonical
PB.1342.6,IntraPriming
PB.1342.7,IntraPriming
PB.1342.8,IntraPriming
PB.1347.2,IntraPriming
PB.1352.2,LowCoverage/Non-Canonical
PB.1352.4,LowCoverage/Non-Canonical
PB.1352.6,LowCoverage/Non-Canonical
PB.1352.8,LowCoverage/Non-Canonical
PB.1356.6,IntraPriming
PB.1360.1,LowCoverage/Non-Canonical
PB.1360.2,LowCoverage/Non-Canonical
PB.1360.3,LowCoverage/Non-Canonical
PB.1363.1,RTSwitching
PB.1364.1,IntraPriming
PB.1364.2,IntraPriming
PB.1364.7,IntraPriming
PB.1365.3,RTSwitching
PB.1374.3,IntraPriming
PB.1375.1,LowCoverage/Non-Canonical
PB.1377.9,LowCoverage/Non-Canonical
PB.1384.1,IntraPriming
PB.1385.1,IntraPriming
PB.1386.1,LowCoverage/Non-Canonical
PB.1389.1,IntraPriming
PB.1389.2,IntraPriming
PB.1390.1,IntraPriming
PB.1397.1,LowCoverage/Non-Canonical
PB.1398.4,LowCoverage/Non-Canonical
PB.1405.1,RTSwitching
PB.1405.3,LowCoverage/Non-Canonical
PB.1406.2,LowCoverage/Non-Canonical
PB.1407.1,RTSwitching
PB.1411.3,LowCoverage/Non-Canonical
PB.1412.3,LowCoverage/Non-Canonical
PB.1413.1,LowCoverage/Non-Canonical
PB.1415.10,LowCoverage/Non-Canonical
PB.1415.11,LowCoverage/Non-Canonical
PB.1415.12,LowCoverage/Non-Canonical
PB.1415.2,LowCoverage/Non-Canonical
PB.1415.3,LowCoverage/Non-Canonical
PB.1415.4,LowCoverage/Non-Canonical
PB.1415.5,LowCoverage/Non-Canonical
PB.1415.6,LowCoverage/Non-Canonical
PB.1415.9,LowCoverage/Non-Canonical
PB.1420.1,LowCoverage/Non-Canonical
PB.1424.1,IntraPriming
PB.1426.1,IntraPriming
PB.1430.1,LowCoverage/Non-Canonical
PB.1430.2,LowCoverage/Non-Canonical
PB.1433.1,IntraPriming
PB.1437.2,IntraPriming
PB.1440.1,IntraPriming
PB.1440.4,IntraPriming
PB.1444.2,IntraPriming
PB.1447.1,IntraPriming
PB.1454.2,RTSwitching
PB.1458.1,LowCoverage/Non-Canonical
PB.1458.5,LowCoverage/Non-Canonical
PB.1458.6,LowCoverage/Non-Canonical
PB.1458.9,LowCoverage/Non-Canonical
PB.1460.1,LowCoverage/Non-Canonical
PB.1461.2,IntraPriming
PB.1462.1,IntraPriming
PB.1463.2,IntraPriming
PB.1471.1,IntraPriming
PB.1473.2,IntraPriming
PB.1475.1,IntraPriming
PB.1475.3,IntraPriming
PB.1478.2,IntraPriming
PB.1478.4,IntraPriming
PB.1478.5,IntraPriming
PB.1478.6,LowCoverage/Non-Canonical
PB.1482.4,LowCoverage/Non-Canonical
PB.1484.14,IntraPriming
PB.1484.3,RTSwitching
PB.1488.1,RTSwitching
PB.1489.1,IntraPriming
PB.1494.1,IntraPriming
PB.1498.1,IntraPriming
PB.1499.1,LowCoverage/Non-Canonical
PB.1500.1,LowCoverage/Non-Canonical
PB.1507.1,LowCoverage/Non-Canonical
PB.1514.3,IntraPriming
PB.1515.3,LowCoverage/Non-Canonical
PB.1516.1,IntraPriming
PB.1529.4,IntraPriming
PB.1530.1,IntraPriming
PB.1534.2,IntraPriming
PB.1536.1,IntraPriming
PB.1537.3,LowCoverage/Non-Canonical
PB.1538.4,LowCoverage/Non-Canonical
PB.1542.1,IntraPriming
PB.1543.4,IntraPriming
PB.1545.2,IntraPriming
PB.1546.1,IntraPriming
PB.1547.1,IntraPriming
PB.1547.2,IntraPriming
PB.1551.1,LowCoverage/Non-Canonical
PB.1552.2,LowCoverage/Non-Canonical
PB.1554.3,IntraPriming
PB.1555.1,LowCoverage/Non-Canonical
PB.1555.2,LowCoverage/Non-Canonical
PB.1560.2,IntraPriming
PB.1576.1,IntraPriming
PB.1577.1,IntraPriming
PB.1579.2,IntraPriming
PB.1588.2,LowCoverage/Non-Canonical
PB.1588.5,LowCoverage/Non-Canonical
PB.1598.2,RTSwitching
PB.1616.1,LowCoverage/Non-Canonical
PB.1621.1,LowCoverage/Non-Canonical
PB.1621.2,LowCoverage/Non-Canonical
PB.1622.1,IntraPriming
PB.1622.3,IntraPriming
PB.1622.4,IntraPriming
PB.1623.1,IntraPriming
PB.1624.1,IntraPriming
PB.1626.2,LowCoverage/Non-Canonical
PB.1627.1,LowCoverage/Non-Canonical
PB.1633.6,IntraPriming
PB.1634.1,RTSwitching
PB.1635.5,IntraPriming
PB.1635.8,LowCoverage/Non-Canonical
PB.1636.3,IntraPriming
PB.1637.1,IntraPriming
PB.1637.2,IntraPriming
PB.1652.1,LowCoverage/Non-Canonical
PB.1654.1,IntraPriming
PB.1656.3,IntraPriming
PB.1656.4,IntraPriming
PB.1666.1,IntraPriming
PB.1669.3,IntraPriming
PB.1672.1,LowCoverage/Non-Canonical
PB.1672.2,LowCoverage/Non-Canonical
PB.1673.1,LowCoverage/Non-Canonical
PB.1674.1,IntraPriming
PB.1679.1,IntraPriming
PB.1681.1,IntraPriming
PB.1681.2,IntraPriming
PB.1684.1,LowCoverage/Non-Canonical
PB.1687.1,LowCoverage/Non-Canonical
PB.1688.1,LowCoverage/Non-Canonical
PB.1695.1,LowCoverage/Non-Canonical
PB.1697.2,LowCoverage/Non-Canonical
PB.1707.2,LowCoverage/Non-Canonical
PB.1712.1,RTSwitching
PB.1713.1,LowCoverage/Non-Canonical
PB.1715.1,IntraPriming
PB.1715.2,IntraPriming
PB.1722.1,LowCoverage/Non-Canonical
PB.1727.1,LowCoverage/Non-Canonical
PB.1729.1,LowCoverage/Non-Canonical
PB.1730.1,IntraPriming
PB.1732.1,RTSwitching
PB.1735.1,LowCoverage/Non-Canonical
PB.1744.1,LowCoverage/Non-Canonical
PB.1744.2,LowCoverage/Non-Canonical
PB.1745.1,IntraPriming
PB.1745.2,IntraPriming
PB.1748.3,IntraPriming
PB.1750.1,LowCoverage/Non-Canonical
PB.1758.4,RTSwitching
PB.1759.1,IntraPriming
PB.1764.5,LowCoverage/Non-Canonical
PB.1766.2,LowCoverage/Non-Canonical
PB.1769.4,LowCoverage/Non-Canonical
PB.1771.1,LowCoverage/Non-Canonical
PB.1772.1,RTSwitching
PB.1775.1,LowCoverage/Non-Canonical
PB.1776.5,LowCoverage/Non-Canonical
PB.1780.2,LowCoverage/Non-Canonical
PB.1782.9,LowCoverage/Non-Canonical
PB.1783.1,RTSwitching
PB.1783.5,LowCoverage/Non-Canonical
PB.1783.7,IntraPriming
PB.1789.1,LowCoverage/Non-Canonical
PB.1790.1,IntraPriming
PB.1794.1,IntraPriming
PB.1799.2,IntraPriming
PB.1799.3,IntraPriming
PB.1800.1,LowCoverage/Non-Canonical
PB.1800.2,RTSwitching
PB.1804.1,RTSwitching
PB.1804.2,LowCoverage/Non-Canonical
PB.1804.3,LowCoverage/Non-Canonical
PB.1804.4,LowCoverage/Non-Canonical
PB.1808.2,IntraPriming
PB.1810.1,IntraPriming
PB.1810.2,IntraPriming
PB.1816.1,LowCoverage/Non-Canonical
PB.1816.2,LowCoverage/Non-Canonical
PB.1816.3,IntraPriming
PB.1819.1,IntraPriming
PB.1820.1,IntraPriming
PB.1820.2,IntraPriming
PB.1822.4,LowCoverage/Non-Canonical
PB.1823.5,RTSwitching
PB.1825.2,RTSwitching
PB.1827.2,LowCoverage/Non-Canonical
PB.1828.4,RTSwitching
PB.1829.2,LowCoverage/Non-Canonical
PB.1829.3,LowCoverage/Non-Canonical
PB.1830.4,LowCoverage/Non-Canonical
PB.1831.1,IntraPriming
PB.1833.10,IntraPriming
PB.1833.14,IntraPriming
PB.1833.16,LowCoverage/Non-Canonical
PB.1835.1,LowCoverage/Non-Canonical
PB.1836.3,LowCoverage/Non-Canonical
PB.1837.1,LowCoverage/Non-Canonical
PB.1849.2,RTSwitching
PB.1849.3,LowCoverage/Non-Canonical
PB.1858.1,IntraPriming
PB.1867.5,LowCoverage/Non-Canonical
PB.1868.2,LowCoverage/Non-Canonical
PB.1873.1,RTSwitching
PB.1873.2,LowCoverage/Non-Canonical
PB.1873.4,LowCoverage/Non-Canonical
PB.1873.5,LowCoverage/Non-Canonical
PB.1873.7,LowCoverage/Non-Canonical
PB.1876.2,LowCoverage/Non-Canonical
PB.1877.2,LowCoverage/Non-Canonical
PB.1878.2,LowCoverage/Non-Canonical
PB.1883.7,LowCoverage/Non-Canonical
PB.1884.1,RTSwitching
PB.1885.1,LowCoverage/Non-Canonical
PB.1886.1,RTSwitching
PB.1887.1,RTSwitching
PB.1887.2,LowCoverage/Non-Canonical
PB.1888.1,LowCoverage/Non-Canonical
PB.1893.1,LowCoverage/Non-Canonical
PB.1891.1,RTSwitching
PB.1902.1,IntraPriming
PB.1904.1,RTSwitching
PB.1905.2,LowCoverage/Non-Canonical
PB.1905.4,IntraPriming
PB.1909.1,LowCoverage/Non-Canonical
PB.1910.2,LowCoverage/Non-Canonical
PB.1911.2,IntraPriming
PB.1918.1,IntraPriming
PB.1919.1,IntraPriming
PB.1920.1,RTSwitching
PB.1924.1,IntraPriming
PB.1925.1,IntraPriming
PB.1926.1,IntraPriming
PB.1931.1,IntraPriming
PB.1944.1,RTSwitching
PB.1945.1,IntraPriming
PB.1947.1,LowCoverage/Non-Canonical
PB.1949.1,LowCoverage/Non-Canonical
PB.1953.1,RTSwitching
PB.1954.1,IntraPriming
PB.1955.1,LowCoverage/Non-Canonical
PB.1958.1,IntraPriming
PB.1960.1,RTSwitching
PB.1962.1,RTSwitching
PB.1966.8,LowCoverage/Non-Canonical
PB.1968.1,RTSwitching
PB.1976.1,IntraPriming
PB.1976.2,IntraPriming
PB.1978.3,IntraPriming
PB.1979.3,LowCoverage/Non-Canonical
PB.1981.1,IntraPriming
PB.1981.3,IntraPriming
PB.1986.1,LowCoverage/Non-Canonical
PB.1990.1,IntraPriming
PB.1995.3,LowCoverage/Non-Canonical
PB.1995.4,IntraPriming
PB.1995.5,IntraPriming
PB.1995.6,IntraPriming
PB.1998.1,LowCoverage/Non-Canonical
PB.1998.10,LowCoverage/Non-Canonical
PB.1998.11,LowCoverage/Non-Canonical
PB.1998.13,LowCoverage/Non-Canonical
PB.1998.14,LowCoverage/Non-Canonical
PB.1998.16,IntraPriming
PB.1998.17,LowCoverage/Non-Canonical
PB.1998.2,LowCoverage/Non-Canonical
PB.1998.3,RTSwitching
PB.1998.5,LowCoverage/Non-Canonical
PB.1998.6,LowCoverage/Non-Canonical
PB.1998.8,LowCoverage/Non-Canonical
PB.1998.9,IntraPriming
PB.2002.1,LowCoverage/Non-Canonical
PB.2002.5,LowCoverage/Non-Canonical
PB.2004.3,LowCoverage/Non-Canonical
PB.2011.1,LowCoverage/Non-Canonical
PB.2011.2,LowCoverage/Non-Canonical
PB.2016.2,IntraPriming
PB.2016.3,IntraPriming
PB.2016.6,IntraPriming
PB.2020.1,RTSwitching
PB.2020.3,IntraPriming
PB.2022.1,IntraPriming
PB.2023.3,IntraPriming
PB.2023.4,IntraPriming
PB.2025.1,LowCoverage/Non-Canonical
PB.2027.1,LowCoverage/Non-Canonical
PB.2027.2,LowCoverage/Non-Canonical
PB.2030.1,LowCoverage/Non-Canonical
PB.2030.2,LowCoverage/Non-Canonical
PB.2030.3,LowCoverage/Non-Canonical
PB.2031.1,IntraPriming
PB.2036.1,IntraPriming
